county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Geauga County,Ohio,Report 4762: Woman has two evening encounters twenty years apart,41.5325,-81.1351,2002-08-04,4762.0,Class A,dpqk38z0r5,89.53,81.75,73.97,65.82,0.69,0.32,0.85,0.0002,0.27,rain,1021.06,Humid and partly cloudy throughout the day.,7.0,8.22,217.0,2.84
Geauga County,Ohio,Report 39158: Recollection of a daylight sighting while riding mini-bikes near Chardon,41.5621,-81.22853,2004-07-01,39158.0,Class A,dpqhrw5hy0,81.1,71.33,61.56,58.7,0.64,0.15,0.47,0.0,0.0,,1019.25,Partly cloudy in the morning.,9.0,8.92,230.0,3.65
Geauga County,Ohio,Report 10766: Motorist has a nighttime sighting just outside of Chardon.,41.57231,-81.22075,2005-02-24,10766.0,Class A,dpqhxb0b72,29.68,21.825,13.97,16.33,0.73,0.71,0.52,0.0008,0.35,snow,1022.2,Mostly cloudy throughout the day.,2.0,8.21,49.0,8.25
Geauga County,Ohio,Report 15088: Possible approach at night near Chesterland,41.50086,-81.28275,2005-08-14,15088.0,Class B,dpqhn758n9,73.78,69.925,66.07,66.74,0.85,0.73,0.31,0.0119,0.78,rain,1015.44,Rain in the afternoon.,5.0,7.12,15.0,1.0
Geauga County,Ohio,Report 15430: Mother describes possible sightings by her children outside their rural home in Auburn Township,41.38199,-81.27506,2006-08-04,15430.0,Class B,dpq5qt379f,81.68,74.045,66.41,63.02,0.68,0.38,0.33,0.0001,0.12,rain,1016.56,Partly cloudy overnight.,8.0,9.64,339.0,6.38
Greene County,Ohio,Report 40619: Possible daylight sighting while walking a dog on a bikeway near Jamestown,39.6543,-83.7278,2013-03-16,40619.0,Class B,dph3wdz70c,51.41,41.545,31.68,38.67,0.87,0.8,0.16,0.0044,0.76,rain,1008.84,Mostly cloudy throughout the day.,4.0,6.33,327.0,3.94
Guernsey County,Ohio,Report 8042: Bowhunter turns around to see a creature staring at him almost motionless.,40.08946,-81.69818000000002,1996-10-25,8042.0,Class A,dpjuhfj4n2,62.85,56.72,50.59,39.8,0.7,0.48,0.47,0.0,0.0,,1020.2,Mostly cloudy throughout the day.,2.0,9.64,164.0,5.6
Guernsey County,Ohio,Report 4558: Young squirrel hunter has evening sighting on family property near Birds Run,40.17699,-81.63656,1998-10-15,4558.0,Class A,dpjuw3fpfm,61.7,51.87000000000001,42.04,41.96,0.74,0.38,0.85,0.0,0.0,,1023.43,Partly cloudy until afternoon.,3.0,9.53,222.0,2.01
Guernsey County,Ohio,Report 2332: Three men are awakened by a series of loud screams identical to those of the BFRO website,39.95329,-81.39827,1999-08-01,2332.0,Class B,dpn579r8fc,85.07,73.77499999999998,62.48,67.75,0.74,0.57,0.64,0.0286,0.67,rain,1012.85,Rain in the morning.,7.0,8.68,333.0,4.71
Guernsey County,Ohio,Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park,40.10801,-81.56232,2003-05-15,24141.0,Class A,dpnh0j2nh4,69.66,62.06999999999999,54.48,53.21,0.79,0.69,0.48,0.0262,0.9,rain,1012.61,Rain in the morning and evening.,7.0,8.99,153.0,4.52
Guernsey County,Ohio,Report 8843: Vocalizations heard and tracks found at Salt Fork State Park,40.0799,-81.49696999999998,2004-04-17,8843.0,Class B,dpnh12rdqf,77.78,68.68,59.58,49.36,0.58,0.22,0.94,0.0041,0.71,rain,1021.29,Light rain overnight.,8.0,9.7,214.0,8.56
Guernsey County,Ohio,Report 9281: Man has an early morning sighting near Pleasant City,39.92781,-81.61014,2004-08-17,9281.0,Class A,dpjgnutk3g,77.14,68.46000000000001,59.78,54.66,0.71,0.2,0.05,0.0098,0.58,rain,1019.92,Partly cloudy in the afternoon.,7.0,6.73,198.0,3.91
Guernsey County,Ohio,"Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park",40.1218,-81.5117,2004-08-18,9188.0,Class A,dpnh1puyrt,79.92,73.045,66.17,60.23,0.75,0.34,0.08,0.0168,0.82,rain,1014.58,Rain starting in the evening.,8.0,6.53,192.0,6.83
Guernsey County,Ohio,Report 15876: Possible stalking near Salt Fork Lake spillway (drains into Wills Creek),40.1138,-81.5518,2005-08-12,15876.0,Class B,dpnh0nrzc6,92.54,81.63,70.72,67.37,0.68,0.14,0.24,0.0015,0.1,rain,1014.91,Clear throughout the day.,8.0,6.35,218.0,5.46
Guernsey County,Ohio,Report 15371: Possible sighting by teens in Salt Fork State Park,40.11632,-81.52101,2006-07-28,15371.0,Class B,dpnh0yynwb,82.54,76.89500000000002,71.25,68.57,0.76,0.63,0.11,0.0037,0.46,rain,1015.31,Light rain in the morning.,6.0,9.31,234.0,8.19
Guernsey County,Ohio,Report 31439: Possible rock throwing display while night fishing at Salt Fork State Park,40.11682,-81.4936,2010-07-18,31439.0,Class B,dpnh1x41mm,86.57,77.965,69.36,67.32,0.74,0.32,0.26,0.0112,0.8,rain,1013.99,Rain starting in the evening.,9.0,8.97,224.0,4.96
Guernsey County,Ohio,Report 41232: Sighting of two animals walking a ridge line in Salt Fork State Park,40.10348,-81.50933,2013-05-05,41232.0,Class A,dpnh1hwewy,72.38,62.87,53.36,35.34,0.41,0.03,0.86,0.0,0.0,,1016.87,Clear throughout the day.,10.0,9.99,98.0,8.82
Guernsey County,Ohio,Report 41452: Couple flees their camp site after a possible late night encounter at Salt Fork State Park,40.12719,-81.50403,2013-06-17,41452.0,Class B,dpnh32ftf6,79.97,71.895,63.82,63.15,0.77,0.25,0.29,0.0012,0.15,rain,1014.05,Partly cloudy in the morning.,10.0,8.24,219.0,3.15
Guernsey County,Ohio,Report 56800: Possible sighting and casting of a print near Hosak's Cave in Salt Fork State Park,40.14003,-81.49033,2017-02-12,56800.0,Class B,dpnh3ek89e,52.18,41.195,30.21,40.6,0.79,0.51,0.56,0.0072,0.83,rain,1011.44,Light rain in the morning and breezy starting in the evening.,3.0,7.31,286.0,9.02
Hardin County,Ohio,Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line,40.6559,-83.9374,2004-03-25,8446.0,Class A,dphr3cntuc,65.99,61.955,57.92,46.69,0.65,0.86,0.15,0.0047,0.91,rain,1026.34,Mostly cloudy throughout the day.,4.0,9.35,205.0,10.18
Harrison County,Ohio,Report 5013: Campers have encounter at night close to Tappan Lake,40.42655,-81.25576,2000-10-01,5013.0,Class B,dpnjyzrmex,71.83,61.42,51.01,48.53,0.67,0.35,0.13,0.0,0.0,,1018.84,Partly cloudy until evening.,4.0,7.44,174.0,6.6
Harrison County,Ohio,"Report 9022: While staying in cabins, sleepers awakened in early morning by strange sounds and notice unusual smell in Appalachian foothills",40.42687,-81.2558,2004-07-18,9022.0,Class B,dpnjyzrrdd,73.95,68.21000000000001,62.47,61.9,0.83,0.6,0.04,0.0033,0.56,rain,1011.86,Partly cloudy throughout the day.,8.0,6.71,23.0,5.38
Hocking County,Ohio,Report 3920: Hunters have several encounters near Ash Cave State Park,39.39935,-82.52238,1980-10-31,3920.0,Class A,dpj24hmjc5,58.75,50.435,42.12,29.76,0.58,0.14,0.78,0.0,0.0,,1020.62,Breezy in the afternoon and mostly cloudy overnight.,2.0,9.31,234.0,8.87
Hocking County,Ohio,"Report 378: Sighting by woman visiting an old rural cemetery, near Logan",39.58157,-82.36887,2000-07-11,378.0,Class A,dpj3jtsg65,80.02,70.88,61.74,66.91,0.82,0.66,0.35,0.002,0.34,rain,1013.77,Mostly cloudy throughout the day.,7.0,7.24,45.0,4.86
Hocking County,Ohio,,,,,30622.0,Class A,,,,,,,,,,,,,,,,,
Hocking County,Ohio,Report 57774: Possible footprint find near Rockbridge State Nature Preserve,39.56573,-82.49833000000002,2017-06-25,57774.0,Class B,dpj34dwx1d,75.25,64.15,53.05,50.3,0.58,0.1,0.06,0.0,0.0,,1018.6,"Breezy in the afternoon and partly cloudy starting in the afternoon, continuing until evening.",10.0,10.0,270.0,9.28
Holmes County,Ohio,Report 39360: Late night road crossing on SR 39 west of Nashville,40.61286,-82.17295,2012-06-21,39360.0,Class A,dpjx4177p3,90.01,78.825,67.64,63.23,0.58,0.11,0.06,0.0001,0.06,rain,1014.38,Partly cloudy overnight.,10.0,9.28,242.0,7.36
Holmes County,Ohio,"Report 36830: Multiple witnesses watch figure cross road near Nashville, Ohio",40.61286,-82.17295,2012-06-28,36830.0,Class A,dpjx4177p3,95.69,86.37,77.05,59.92,0.52,0.11,0.31,0.0,0.0,,1009.88,Partly cloudy in the afternoon.,9.0,9.89,226.0,6.67
Holmes County,Ohio,Report 41270: Possible daylight sighting while driving in farm country near Nashville,40.59307,-82.14194,2013-05-27,41270.0,Class B,dpjwfvdpf0,63.0,59.915,56.83,42.89,0.65,0.24,0.59,0.0022,0.54,rain,1022.61,Mostly cloudy until afternoon.,8.0,9.84,127.0,5.96
Holmes County,Ohio,Report 42120: Possible nighttime sighting while camping on a farm on a foggy night near Nashville,40.60291,-82.16943,2013-08-24,42120.0,Class B,dpjwfpw11e,80.18,68.24000000000001,56.3,54.36,0.65,0.0,0.63,0.0,0.0,,1024.77,Clear throughout the day.,8.0,9.8,55.0,4.4
Huron County,Ohio,Report 49614: Strange game camera photo leads to finding possible footprints outside of New London,41.06939000000001,-82.36591,2015-08-24,49614.0,Class B,dpm3tsqyx1,73.0,65.185,57.37,54.86,0.66,0.22,0.31,0.0013,0.69,rain,1012.58,"Partly cloudy starting in the afternoon, continuing until evening.",6.0,9.84,259.0,9.0
Jefferson County,Ohio,"Report 1507: Witness hears loud noise outside bedroom window, observes bipedal animal running away",40.36957,-80.77387,1981-11-01,1507.0,Class A,dpnt9vn3b3,66.15,59.595,53.04,40.69,0.62,0.69,0.15,0.0,0.0,,1028.12,Mostly cloudy throughout the day.,2.0,8.63,166.0,4.1
Jefferson County,Ohio,Report 5778: Couple horseback riding catch a glimpse of unknown creature followed by a nasty smell and a loud moaning scream,40.54269,-80.89605999999998,1987-08-07,5778.0,Class B,dpnqxht631,84.73,74.13,63.53,60.2,0.68,0.3,0.43,0.0,0.0,,1017.72,Partly cloudy starting in the afternoon.,8.0,7.58,324.0,1.95
Jefferson County,Ohio,Report 4952: Evening sighting by ice fisherman near Friendship Lake,40.2831,-80.78826,1988-12-31,4952.0,Class A,dpnt1t7f14,38.47,35.57,32.67,29.13,0.83,0.77,0.76,0.0,0.0,,1017.64,Mostly cloudy throughout the day.,1.0,5.84,114.0,2.72
Jefferson County,Ohio,"Report 4951: Young hunter has sighting, accompanied by knocking sounds, near Wintersville",40.39103,-80.6937,1997-09-30,4951.0,Class A,dpntgbbwu9,61.69,55.9,50.11,48.81,0.68,0.79,0.97,0.0069,0.87,rain,1002.43,Mostly cloudy throughout the day.,3.0,9.72,266.0,10.84
Jefferson County,Ohio,Report 8006: Strange vocalizations heard near a ravine just outside of Steubenville.,40.3725,-80.67828,2001-06-01,8006.0,Class B,dpntsjefgg,71.27,62.185,53.1,52.6,0.78,0.74,0.35,0.0308,1.0,rain,1007.69,Heavy rain in the morning and afternoon.,7.0,8.17,179.0,5.72
Jefferson County,Ohio,Report 8785: Family has series of experiences north of Steubenville off of State Route 213,40.42591,-80.6616,2004-05-01,8785.0,Class A,dpntux21br,76.65,59.465,42.28,57.51,0.75,0.61,0.38,0.0088,0.56,rain,1014.71,Partly cloudy throughout the day.,7.0,8.95,202.0,6.83
Lake County,Ohio,,,,,56073.0,Class B,,,,,,,,,,,,,,,,,
Lawrence County,Ohio,Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.,38.60551,-82.71106999999998,1991-02-24,10925.0,Class A,dnv5tggtkk,55.0,44.03,33.06,27.58,0.56,0.82,0.36,0.0,0.0,,1018.87,Mostly cloudy throughout the day.,2.0,9.76,245.0,3.94
Licking County,Ohio,"Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road",40.05998,-82.28814,1984-01-15,8236.0,Class A,dpj7zkxw73,19.38,14.79,10.2,5.81,0.66,0.63,0.39,0.0002,0.58,snow,1032.77,Mostly cloudy throughout the day.,2.0,8.62,16.0,6.84
Delaware County,Ohio,Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.,40.26494,-83.0556,1976-07-15,10861.0,Class A,dphvn40b20,92.22,80.15,68.08,68.56,0.68,0.42,0.64,0.0016,0.42,rain,1011.31,Mostly cloudy starting in the afternoon.,8.0,8.8,261.0,10.17
Defiance County,Ohio,Report 4556: Midnight sighting by motorist on Coy Rd,41.34728,-84.54476,1977-01-01,4556.0,Class A,dp7ghph3k7,13.19,10.495,7.8,3.52,0.75,0.88,0.38,0.0,0.0,,1024.03,Mostly cloudy throughout the day.,1.0,6.6,246.0,11.92
Cuyahoga County,Ohio,,,,,23414.0,Class A,,,,,,,,,,,,,,,,,
Clermont County,Ohio,Report 26149: Fishermen experience possible early morning vocalizations and rock throwing at East Fork Lake,39.03501,-84.1317,2009-06-16,26149.0,Class B,dnunjd15mm,78.09,72.605,67.12,61.99,0.72,0.45,0.78,0.0083,0.7,rain,1014.01,Rain overnight.,9.0,8.21,113.0,5.02
Clark County,Ohio,Report 1018: A man driving stops to watch a hair covered creature walk across a cornfield,39.92821,-83.64596999999998,1989-11-01,1018.0,Class B,dphe0sdyet,52.56,45.205,37.85,33.63,0.72,0.55,0.09,0.0,0.0,,1024.09,Mostly cloudy throughout the day.,2.0,8.21,217.0,4.95
Champaign County,Ohio,Report 5311: Large hairy creature and footprints seen along fence line on property with past activity,40.04792,-83.5556,1983-05-01,5311.0,Class A,dphefds8j3,64.15,60.935,57.72,57.55,0.89,0.98,0.64,0.022000000000000002,1.0,rain,1012.03,Rain in the morning and overnight.,5.0,6.69,158.0,7.68
Carroll County,Ohio,Report 8494: A woman recounts her childhood sighting near Atwood Lake,40.54605,-81.26217,1976-08-01,8494.0,Class A,dpnnwv4ty5,71.8,61.285,50.77,53.27,0.68,0.45,0.2,0.0,0.0,,1014.88,Partly cloudy until evening.,7.0,8.91,350.0,8.75
Butler County,Ohio,Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,39.49695,-84.45905,1986-06-01,6804.0,Class A,dp5bwn4y3m,84.36,69.405,54.45,63.95,0.7,0.34,0.82,0.0006,0.48,rain,1009.55,Partly cloudy starting in the afternoon.,8.0,6.0,249.0,7.25
Brown County,Ohio,Report 25961: Young woman has close encounter at night outside of Georgetown,38.81772,-83.80582,1986-07-27,25961.0,Class A,dnukufw3wg,87.26,77.67,68.08,68.16,0.72,0.52,0.72,0.0,0.0,,1013.51,Partly cloudy throughout the day.,7.0,6.57,31.0,2.97
Belmont County,Ohio,Report 17388: Possible vocalizations heard by bow hunters near Malaga,39.86019,-81.20421999999998,2002-10-15,17388.0,Class B,dpn6b0kfkt,60.45,53.84,47.23,42.01,0.79,0.44,0.33,0.0083,0.94,rain,1015.52,Rain starting in the evening.,3.0,9.29,139.0,4.48
Auglaize County,Ohio,,,,,3385.0,Class A,,,,,,,,,,,,,,,,,
Ashtabula County,Ohio,Report 4837: Rabbit hunter witness's a massive creature running through the woods,41.81902,-80.58163,1976-11-01,4837.0,Class A,dpqtykfjry,43.58,37.12,30.66,25.69,0.65,0.32,0.34,0.0,0.0,,1024.8,Partly cloudy until evening.,2.0,9.61,314.0,4.95
Ashland County,Ohio,Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods,40.85035,-82.29486,1963-07-01,7026.0,Class A,dpm2rkddwc,89.22,80.425,71.63,67.54,0.71,0.43,0.33,0.008,0.25,rain,1019.18,Mostly cloudy throughout the day.,8.0,5.19,204.0,1.68
Allen County,Ohio,Report 3351: Late night sighting by teen at Lost Creek Golf Course,40.73412,-84.06565,1987-03-15,3351.0,Class A,dphpxp3m2q,37.61,32.77,27.93,27.91,0.77,0.94,0.5,0.0017,0.54,snow,1021.41,Mostly cloudy throughout the day.,3.0,5.92,66.0,13.69
Allen County,Ohio,Report 3350: large footprints found.,40.65572,-83.93892,1999-11-01,3350.0,Class B,dphr3cjs9r,73.65,56.57000000000001,39.49,50.79,0.74,0.18,0.79,0.0003,0.22,rain,1017.44,Mostly cloudy overnight.,2.0,6.99,185.0,5.73
Ashland County,Ohio,Report 3380: Two high school students are chased by large unknown creature,40.82327,-82.32803,1991-09-15,3380.0,Class A,dpm2nxdscc,90.05,82.56,75.07,68.81,0.71,0.51,0.24,0.0,0.0,,1016.33,Partly cloudy throughout the day.,5.0,6.24,220.0,9.28
Ashland County,Ohio,Report 11946: Footprints and vocalizations culminate in a brief sighting for a family living near Savannah.,40.99562,-82.38627,2003-04-07,11946.0,Class B,dpm3jr00uc,40.14,36.935,33.73,34.47,0.92,0.98,0.18,0.0177,1.0,rain,1020.73,Rain until afternoon.,4.0,4.97,72.0,11.78
Ashland County,Ohio,Report 5333: Man recalls being picked up while child in Mohican Memorial Forest,40.60787,-82.26236,2004-08-29,5333.0,Class A,dpjx006mup,78.78,71.685,64.59,67.52,0.89,0.68,0.48,0.0033,0.4,rain,1013.54,Mostly cloudy throughout the day.,5.0,6.38,256.0,2.3
Ashland County,Ohio,Report 49847: Tall figure seen in the shadows at Mohican State Park,40.61111,-82.29642,2015-09-18,49847.0,Class B,dpjrp318f7,80.94,74.03999999999998,67.14,57.58,0.7,0.1,0.17,0.0,0.0,,1014.47,Partly cloudy overnight.,5.0,9.41,194.0,6.32
Ashtabula County,Ohio,Report 4200: Late night sighting by motorists on Austin Road in Geneva,41.81835,-80.93665,1991-07-01,4200.0,Class A,dpqmyhz9x3,79.34,74.325,69.31,57.46,0.64,0.5,0.64,0.0,0.0,,1013.14,Mostly cloudy throughout the day.,7.0,9.13,68.0,8.24
Ashtabula County,Ohio,Report 4201: Sighting by motorist along Route 6,41.72735,-80.54558,1999-05-30,4201.0,Class B,dpqtrhhrrv,81.82,71.63,61.44,54.24,0.59,0.1,0.52,0.0,0.0,,1021.98,Partly cloudy overnight.,10.0,9.68,197.0,2.74
Ashtabula County,Ohio,"Report 1117: Daytime sighting by two witnesses, near Geneva, at the end of Timberwoods Rd",41.72134000000001,-80.88494,2000-12-28,1117.0,Class A,dpqmr7jkkm,20.64,16.96,13.28,8.5,0.79,0.76,0.09,0.0007,0.25,snow,1021.95,Mostly cloudy throughout the day.,1.0,7.06,304.0,6.65
Ashtabula County,Ohio,Report 29018: Woman recounts possible early evening sighting near Saybrook,41.81429,-80.84143,2007-09-22,29018.0,Class B,dpqtbkj1fh,74.11,61.31,48.51,57.83,0.71,0.17,0.35,0.0,0.0,,1017.23,Partly cloudy in the afternoon.,4.0,9.31,227.0,4.82
Ashtabula County,Ohio,Report 30035: Man describes his dusk sighting near Geneva,41.81287,-80.95952,2011-07-15,30035.0,Class A,dpqmvez1d7,78.03,71.66499999999998,65.3,56.88,0.6,0.18,0.52,0.0,0.0,,1017.31,Clear throughout the day.,9.0,9.98,86.0,5.65
Ashtabula County,Ohio,Report 40360: Possible daylight sighting along I-90 near Geneva,41.76702,-80.98021999999997,2013-03-14,40360.0,Class B,dpqmt72n80,32.04,30.615,29.19,16.71,0.6,0.56,0.1,0.0,0.0,,1021.95,Mostly cloudy until evening.,3.0,9.89,292.0,13.16
Ashtabula County,Ohio,Report 44262: Possible daylight sighting by a couple at Geneva-on-the-Lake State Park,41.85256,-80.96186,2014-02-15,44262.0,Class B,dpqqjej2gf,20.98,13.09,5.2,10.19,0.76,0.33,0.52,0.0,0.0,,1014.14,Clear throughout the day.,2.0,6.93,283.0,8.1
Athens County,Ohio,Report 7803: Three college students witness a large creature standing just off of the railroad tracks.,39.4484,-82.2244,1980-07-01,7803.0,Class A,dpj82vq58d,78.68,72.36500000000002,66.05,57.85,0.73,0.66,0.61,0.0,0.0,,1016.99,Mostly cloudy throughout the day.,6.0,8.58,174.0,5.2
Athens County,Ohio,Report 4202: Evening sighting by squirrel hunter in woods behind old brick Kilns,39.45789,-82.24257,1994-09-01,4202.0,Class A,dpj82x0fc5,68.11,58.58,49.05,55.6,0.79,0.85,0.85,0.0,0.0,,1021.79,Mostly cloudy throughout the day.,5.0,8.83,350.0,6.2
Athens County,Ohio,"Report 3533: Hunter hears late night wood knocking near Nelsonville, by Wayne Nat'l Forest",39.47642000000001,-82.24155,1998-11-19,3533.0,Class B,dpj88d3wbf,60.81,50.78,40.75,44.62,0.72,0.52,0.02,0.0,0.0,,1016.64,Mostly cloudy throughout the day.,1.0,8.65,212.0,9.48
Athens County,Ohio,,,,,26011.0,Class B,,,,,,,,,,,,,,,,,
Athens County,Ohio,Report 4409: A series of encounters on Haga Ridge near the Wayne National Forest,39.28537,-81.85331,2002-05-16,4409.0,Class A,dnvz3rsjze,74.75,61.47,48.19,49.02,0.65,0.34,0.14,0.0035,0.92,rain,1017.5,Mostly cloudy throughout the day.,9.0,9.7,219.0,7.64
Belmont County,Ohio,Report 45215: Series of Bigfoot sightings at a cabin outside of Bethesda,40.01983,-81.07013,2014-05-23,45215.0,Class A,dpn7ejqs3j,64.86,56.14,47.42,46.23,0.66,0.2,0.83,0.0,0.0,,1018.06,Partly cloudy until evening.,9.0,9.65,323.0,6.53
Brown County,Ohio,,,,,3386.0,Class C,,,,,,,,,,,,,,,,,
Butler County,Ohio,Report 4672: Midnight sighting by two witnesses near Okeana,39.37215,-84.80138000000002,2001-06-06,4672.0,Class A,dngxyr3x2s,76.03,69.09,62.15,66.1,0.9,0.69,0.52,0.0511,1.0,rain,1015.63,Heavy rain in the morning and afternoon.,8.0,7.31,261.0,1.99
Butler County,Ohio,Report 4659: Couple hears vocalization late at night - son finds prints near Okeana,39.37509,-84.79429,2002-07-14,4659.0,Class A,dp58n2n8tb,83.61,73.795,63.98,63.74,0.75,0.35,0.15,0.0,0.0,,1015.26,Partly cloudy until evening.,8.0,6.41,41.0,3.23
Carroll County,Ohio,Report 11771: A young man hears vocals and has a sighting north of Malvern,40.71737,-81.18352,2005-05-30,11771.0,Class A,dpnr8s7gyg,65.83,56.255,46.68,50.48,0.76,0.58,0.75,0.0054,0.45,rain,1016.09,Mostly cloudy until evening.,8.0,8.92,5.0,1.02
Carroll County,Ohio,Report 25948: Man hears characteristic howls in early morning hours near Mechanicstown,40.64049,-80.90944,2009-05-10,25948.0,Class B,dpnrny7s12,60.34,54.235,48.13,40.87,0.64,0.58,0.55,0.0009,0.08,rain,1018.72,Mostly cloudy throughout the day.,7.0,9.89,291.0,8.47
